College,email,Country
Massachusetts Institute Of Technology,mit.edu,United States
Massachusetts Maritime Academy,maritime.edu,United States
Maynooth University Ireland,mu.ie,United States
Mayville State University,mayvillestate.edu,United States
Mcdaniel College,mcdaniel.edu,United States
Mckendree University,mckendree.edu,United States
McMurry University,mcm.acu.edu,United States
Mcmurry University,mcm.edu,United States
McNeese State University,mcneese.edu,United States
Mcneese State University,mcneese.edu,United States
Mcpherson College,mcpherson.edu,United States
Medaille College,medaille.edu,United States
Medical College of Georgia,mcg.edu,United States
Medical College of Wisconsin,mcw.edu,United States
Medical University Of South Carolina,musc.edu,United States
Memphis College Of Art,mca.edu,United States
Menlo College,menlo.edu,United States
Mercer University,mercer.peachnet.edu,United States
Mercer University,mercer.edu,United States
Mercy College,mercy.edu,United States
Mercy College Of Health Sciences,mchs.edu,United States
Mercyhurst College,mercy.edu,United States
Mercyhurst University,mercyhurst.edu,United States
Meredith College,meredith.edu,United States
Merrimack College,merrimack.edu,United States
Messiah College,messiah.edu,United States
Methodist University,methodist.edu,United States
Metropolitan College Of New York,mcny.edu,United States
Metropolitan State College of Denver,mscd.edu,United States
Metropolitan State University,metro.msus.edu,United States
Metropolitan State University,metrostate.edu,United States
Metropolitan State University Of Denver,msudenver.edu,United States
Miami Christian University,mcu.edu,United States
Miami University of Ohio,muohio.edu,United States
Miami University Ohio,miamioh.edu,United States
Michigan State University,msu.edu,United States
Michigan Technological University,mtu.edu,United States
Mid America Christian University,macu.edu,United States
Mid Atlantic Christian University,macuniversity.edu,United States
Mid-America Nazarene College,manc.edu,United States
Midamerica Nazarene University,mnu.edu,United States
Middle Georgia College,mgc.peachnet.edu,United States
Middle Georgia State University,mga.edu,United States
Middle Tennessee State University,mtsu.edu,United States
Middlebury College,middlebury.edu,United States
Midland University,midlandu.edu,United States
Midway University,midway.edu,United States
Midwestern State University,mwsu.edu,United States
Miles College,miles.edu,United States
Millersville University,millersville.edu,United States
Millersville University of Pennsylvania,millersv.edu,United States
Milligan College,milligan-college.tn.us,United States
Milligan College,milligan.edu,United States
Millikin University,millikin.edu,United States
Mills College,mills.edu,United States
Millsaps College,millsaps.edu,United States
Milwaukee Institute Of Art And Design,miad.edu,United States
Milwaukee School Engineering,msoe.edu,United States
Milwaukee School of Engineering,msoe.edu,United States
Minerva Schools Kgi,minerva.kgi.edu,United States
Minneapolis College of Art and Design,mcad.edu,United States
Minneapolis College Of Art And Design,mcad.edu,United States
Minnesota State University Mankato,mnsu.edu,United States
Minnesota State University Moorhead,mnstate.edu,United States
Minot State University,misu.nodak.edu,United States
Minot State University,minotstateu.edu,United States
Misericordia University,misericordia.edu,United States
Mississippi College,mc.edu,United States
Mississippi State University,msstate.edu,United States
Mississippi University for Women,muw.edu,United States
Mississippi University For Women,muw.edu,United States
Mississippi Valley State University,mvsu.edu,United States
Missouri Baptist University,mobap.edu,United States
Missouri Southern State College,mssc.edu,United States
Missouri Southern State University,mssu.edu,United States
Missouri State University,missouristate.edu,United States
Missouri University Science And Technology,mst.edu,United States
Missouri Valley College,moval.edu,United States
Missouri Western State College,mwsc.edu,United States
Missouri Western State University,missouriwestern.edu,United States
Mitchell College,mitchell.edu,United States
Molloy College,molloy.edu,United States
Monash University,monash.edu,United States
Monmouth College,monm.edu,United States
Monmouth College Il,monmouthcollege.edu,United States
Monmouth University,monmouth.edu,United States
Montana State University Billings,msubillings.edu,United States
Montana State University Bozeman,montana.edu,United States
Montana State University Northern,msun.edu,United States
Montana State University-Billings,msubillings.edu,United States
Montana State University-Bozeman,montana.edu,United States
Montana State University-Northern,nmclites.edu,United States
Montana Tech,mtech.edu,United States
Montclair State University,montclair.edu,United States
Montreat College,montreat.edu,United States
Montserrat College Art,montserrat.edu,United States
Moorhead State University,moorhead.msus.edu,United States
Moravian College,moravian.edu,United States
Morehead State University,moreheadstate.edu,United States
Morehouse College,morehouse.edu,United States
Morgan State University,morgan.edu,United States
Morningside College,morningside.edu,United States
Morris College,morris.edu,United States
Mount Aloysius College,mtaloy.edu,United States
Mount Carmel College Of Nursing,mccn.edu,United States
Mount Holyoke College,mtholyoke.edu,United States
Mount Marty College,mtmc.edu,United States
Mount Mary University,mtmary.edu,United States
Mount Mercy University,mtmercy.edu,United States
Mount Saint Joseph College,msjnet.edu,United States
Mount Saint Mary College,msmc.edu,United States
Mount Saint Marys University,msmu.edu,United States
Mount Senario College,mscfs.edu,United States
Mount St Joseph University,msj.edu,United States
Mount St Marys University,msmary.edu,United States
Mount Union College,muc.edu,United States
Mount Vernon Nazarene University,mvnu.edu,United States
Muhlenberg College,muhlenberg.edu,United States
Multnomah University,multnomah.edu,United States
Murray State University,mursuky.edu,United States
Murray State University,murraystate.edu,United States
Muskingum College,muskingum.edu,United States
Muskingum University,muskingum.edu,United States
name,domain,Country
Naropa University,naropa.edu,United States
National Defense University,ndu.edu,United States
National Louis University,nl.edu,United States
National Technological University,ntu.edu,United States
National University,nu.edu,United States
National-Louis University,nl.edu,United States
Naval Postgraduate School,nps.navy.mil,United States
Navarra University Of,unav.es,United States
Nazarene Bible College,nbc.edu,United States
Nazareth College,naz.edu,United States
Nebraska Christian College,nechristian.edu,United States
Nebraska Methodist College,methodistcollege.edu,United States
Nebraska Wesleyan University,nebrwesleyan.edu,United States
Neumann University,neumann.edu,United States
Neumont College Of Computer Science,neumont.edu,United States
Nevada State College,nsc.edu,United States
New College Florida,ncf.edu,United States
New College of California,newcollege.edu,United States
New England College,nec.edu,United States
New England Conservatory Of Music,necmusic.edu,United States
New England Institute Technology,neit.edu,United States
New Hampshire College,nhc.edu,United States
New Hampshire Institute Art,nhia.edu,United States
New Hope Christian College,newhope.edu,United States
New Jersey City University,njcu.edu,United States
New Jersey Institute of Technology,njit.edu,United States
New Jersey Institute Technology,njit.edu,United States
New Mexico Highlands University,nmhu.edu,United States
New Mexico Institute of Mining & Technology,nmt.edu,United States
New Mexico Institute Of Mining And Technology,nmt.edu,United States
New Mexico State University,nmsu.edu,United States
New School,newschool.edu,United States
New School Of Architecture And Design,newschoolarch.edu,United States
